RowNumber,CustomerId,Name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1448,15697311,Anurag Verma,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1
1449,15585367,Rohit Sharma,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1
1450,15726556,Priya Patel,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0
1451,15676242,Harish Nair,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1
1452,15684198,Rahul Sharma,551,France,Female,38,10,0.0,2,1,1,216.27,0
1453,15774882,Pooja Verma,687,France,Female,35,3,99587.43,1,1,1,1713.1,1
1454,15714227,Anjali Sharma,672,France,Female,53,7,0.0,1,1,1,136910.18,0
1455,15608653,Sunita Reddy,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1
1456,15784280,Rahul Kumar,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0
1457,15789546,Shiva Mishra,639,Spain,Male,28,8,0.0,2,1,0,126561.07,0
1458,15590320,Shiva Mehta,850,France,Male,66,4,0.0,2,0,1,64350.8,0
1459,15678385,Rahul Thakur,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
1460,15571778,Rahul Sharma,817,France,Female,55,10,117561.49,1,1,0,95941.55,1
1461,15657085,Pooja Joshi,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
1462,15640627,Maharaj Nair,611,Spain,Male,34,4,0.0,2,1,0,170950.58,0
1463,15566211,Priya Das,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1
1464,15669293,Pooja Rao,517,France,Male,37,5,113308.84,1,0,1,31517.16,0
1465,15595067,Shiva Menon,637,Spain,Female,40,6,0.0,2,1,1,181610.6,0
1466,15753566,Sanjay Nair,806,France,Female,32,3,63763.49,1,1,0,156593.09,0
1467,15650391,Anjali Bajpai,633,France,Female,29,7,169988.35,1,1,0,4272.0,0
1468,15681843,Amit Thakur,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0
1469,15814846,Kavita Gupta,691,France,Male,52,3,0.0,1,1,0,175843.68,1
1470,15670374,Anjali Singh,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1
1471,15762332,Meena Bajpai,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0
1472,15700223,Rohit Thakur,806,France,Male,48,4,164701.68,1,1,1,21439.49,0
1473,15729956,Meena Verma,726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0
1474,15594862,Rohit Das,552,France,Male,36,8,0.0,2,0,0,132547.02,0
1475,15598782,Neha Bose,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0
1476,15745080,Neha Gupta,634,France,Male,26,8,0.0,1,1,0,21760.96,0
1477,15703399,Rahul Iyer,756,France,Female,26,5,101641.14,2,0,1,154460.68,0
1478,15732175,Harish Gupta,776,France,Male,37,2,0.0,1,0,1,8065.0,0
1479,15630725,Amit Nair,649,France,Female,45,5,92786.66,1,1,0,173365.9,1
1480,15640260,Sanjay Patel,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
1481,15716822,Meena Pandey,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
1482,15583748,Sanjay Joshi,592,Spain,Male,38,8,0.0,2,1,0,180426.2,0
1483,15605968,Kavita Patel,574,France,Male,26,8,97460.1,1,1,1,43093.67,0
1484,15790683,Shiva Iyer,850,France,Male,36,1,104077.19,2,0,1,68594.0,0
1485,15607713,Pooja Patel,850,Spain,Female,29,1,0.0,2,1,1,197996.65,0
1486,15700212,Kavita Das,475,France,Female,46,10,0.0,2,0,0,122953.0,1
1487,15626710,Meena Patel,642,France,Female,39,4,0.0,1,1,1,76821.24,0
1488,15716491,Nitin Chopra,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1
1489,15625824,Harish Mishra,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1
1490,15617705,Vikram Verma,609,France,Female,39,8,141675.23,1,0,1,175664.25,0
1491,15761976,Anjali Reddy,797,Spain,Female,31,8,0.0,2,1,0,117916.63,0
1492,15634891,Ramesh Mehta,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1
1493,15744517,Shiva Mishra,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1
1494,15686963,Vikram Chopra,680,Spain,Female,30,3,0.0,1,1,0,160131.58,0
1495,15808189,Shiva Verma,449,France,Male,52,6,0.0,2,0,1,123622.0,0
1496,15580845,Meena Singh,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0
1497,15799156,Meena Menon,569,Spain,Male,38,8,0.0,2,0,0,79618.79,0
1498,15694296,Rohit Rao,631,France,Male,35,9,112392.45,2,1,0,24472.23,0
1499,15677049,Rahul Rao,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
1500,15583595,Ramesh Mehta,461,France,Female,28,8,0.0,1,1,1,103349.74,0
1501,15590146,Sanjay Bose,630,France,Male,50,1,81947.76,1,0,1,63606.22,1
1502,15801548,Rohit Rao,661,France,Female,31,7,144162.3,2,1,1,14490.79,0
1503,15660833,Pooja Verma,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0
1504,15762277,Anurag Menon,710,France,Male,47,5,158623.14,1,0,0,83499.89,1
1505,15791302,Priya Joshi,741,France,Male,32,8,0.0,2,1,0,143598.7,0
1506,15798975,Shiva Pandey,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
1507,15599956,Harish Pandey,747,France,Male,27,10,0.0,2,0,0,13007.89,0
1508,15577274,Meena Rao,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0
1509,15701200,Sanjay Verma,576,France,Male,36,6,0.0,2,1,1,48314.0,0
1510,15638149,Priya Chopra,528,France,Male,37,6,103772.45,1,1,0,197111.99,0
1511,15786199,Suresh Bose,535,France,Male,33,2,133040.32,1,1,1,110299.78,0
1512,15701765,Priya Rao,575,Spain,Female,37,0,0.0,2,0,0,30114.32,0
1513,15586974,Anurag Reddy,656,France,Male,39,10,0.0,2,1,1,98894.64,0
1514,15729040,Kavita Bajpai,440,France,Male,42,2,0.0,2,1,0,49826.68,0
1515,15788676,Vikram Nair,539,Spain,Male,38,8,71460.67,2,1,1,10074.05,0
1516,15602497,Deepak Kumar,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
1517,15701333,Meena Bajpai,646,France,Female,37,7,96558.66,1,0,0,163427.18,0
1518,15812071,Pooja Pandey,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
1519,15634375,Neha Menon,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0
1520,15738267,Pooja Thakur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1
1521,15786800,Priya Singh,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1
1522,15591130,Suresh Rao,507,Spain,Female,29,6,0.0,2,0,1,94780.9,0
1523,15720662,Suresh Verma,787,France,Female,35,1,106266.8,1,1,1,16607.15,0
1524,15751531,Rahul Pandey,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0
1525,15653595,Anjali Das,796,France,Male,51,6,0.0,2,0,1,194733.28,0
1526,15568360,Meena Gupta,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0
1527,15781210,Harish Chopra,711,France,Male,34,8,0.0,2,0,0,48260.19,0
1528,15668058,Rohit Reddy,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0
1529,15597131,Sanjay Pandey,415,France,Male,32,5,145807.59,1,1,1,3064.65,0
1530,15697283,Rahul Gupta,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0
1531,15640953,Anjali Nair,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
1532,15715031,Pooja Bajpai,600,France,Female,28,6,0.0,2,0,1,52193.23,0
1533,15589660,Harish Verma,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0
1534,15769818,Rahul Iyer,850,France,Female,37,3,212778.2,1,0,1,69372.88,0
1535,15782736,Ramesh Das,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
1536,15614818,Anurag Bose,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0
1537,15794014,Meena Mehta,838,France,Female,34,8,0.0,2,1,0,27472.07,0
1538,15732448,Priya Joshi,821,France,Female,28,8,0.0,1,1,1,36754.13,0
1539,15723411,Rohit Kumar,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0
1540,15797686,Priya Rao,558,France,Male,38,8,113000.92,1,1,1,152872.39,0
1541,15605950,Sanjay Mishra,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0
1542,15812497,Nitin Iyer,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0
1543,15690678,Shiva Verma,530,France,Female,33,4,129307.32,1,1,1,172930.28,0
1544,15747677,Rahul Joshi,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0
1545,15618926,Meena Joshi,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0
1546,15673908,Amit Thakur,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0
1547,15727944,Nitin Patel,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0
1548,15807294,Nitin Chopra,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0
1549,15618581,Priya Kumar,668,Spain,Male,25,8,0.0,2,1,1,135112.09,0
1550,15584364,Ramesh Das,652,France,Male,48,4,59486.31,1,1,0,163944.18,1
1551,15599552,Neha Joshi,639,Spain,Female,54,2,0.0,2,1,1,53843.71,0
1552,15749177,Anjali Verma,730,Spain,Female,52,7,0.0,2,0,1,122398.84,0
1553,15718779,Rohit Patel,780,France,Male,34,1,0.0,1,1,1,64804.04,0
1554,15568106,Kavita Singh,592,France,Female,38,8,119278.01,2,0,1,19370.73,0
1555,15779481,Ramesh Thakur,628,France,Male,34,4,158741.43,2,1,1,126192.54,0
1556,15709994,Harish Gupta,658,France,Female,40,7,140596.95,1,0,1,135459.02,1
1557,15772777,Meena Iyer,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0
1558,15706815,Pooja Joshi,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1
1559,15618018,Priya Menon,571,France,Female,35,1,104783.81,2,0,1,178512.52,0
1560,15671032,Sunita Pandey,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0
1561,15634281,Sunita Menon,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
1562,15766374,Rohit Gupta,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0
1563,15600991,Sanjay Menon,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1
1564,15777576,Rahul Singh,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0
1565,15742613,Sanjay Menon,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0
1566,15649523,Ramesh Thakur,581,France,Male,38,1,0.0,2,1,0,46176.22,0
1567,15651063,Ramesh Sharma,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0
1568,15683124,Sanjay Joshi,713,France,Male,53,6,115029.4,1,0,0,191521.32,1
1569,15618314,Ramesh Reddy,676,France,Male,40,8,114005.78,1,1,1,67998.45,0
1570,15670823,Amit Mishra,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
1571,15607133,Anjali Gupta,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1
1572,15615012,Rahul Nair,594,France,Male,23,5,156267.59,1,1,0,160968.44,0
1573,15725141,Vikram Bajpai,716,France,Female,44,3,109528.28,1,1,0,27341.63,1
1574,15623560,Rohit Pandey,668,France,Female,35,6,102482.76,1,1,1,53994.64,0
1575,15693018,Deepak Joshi,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0
1576,15636756,Maharaj Patel,545,France,Male,23,2,0.0,2,1,0,189613.12,0
1577,15647474,Sunita Iyer,613,France,Female,40,9,95624.36,2,1,1,60706.33,0
1578,15576714,Rohit Joshi,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0
1579,15585047,Pooja Nair,715,France,Male,28,7,160376.61,1,0,0,196853.11,0
1580,15743976,Amit Bajpai,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0
1581,15793881,Nitin Mishra,721,France,Female,35,6,118273.83,1,0,1,3086.89,0
1582,15576517,Maharaj Reddy,445,Germany,Female,34,7,131082.17,2,1,1,70618.0,0
1583,15631072,Harish Reddy,690,France,Male,38,1,94456.0,2,0,1,55034.02,0
1584,15730394,Anjali Rao,709,France,Female,43,8,0.0,2,0,0,168035.62,1
1585,15631460,Deepak Kumar,671,Spain,Female,42,3,0.0,2,1,1,128449.33,0
1586,15692002,Anurag Menon,538,France,Male,33,6,93791.38,1,1,1,199249.29,0
1587,15595282,Meena Das,735,France,Female,33,4,0.0,2,1,0,149474.69,0
1588,15789548,Suresh Thakur,592,France,Female,37,7,0.0,2,1,1,126726.33,0
1589,15758035,Deepak Iyer,747,France,Male,61,7,155973.13,1,0,1,147554.26,0
1590,15617518,Vikram Rao,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
1591,15651802,Rohit Chopra,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0
1592,15631813,Maharaj Thakur,621,France,Male,39,6,0.0,2,1,1,58883.91,0
1593,15729668,Harish Kumar,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0
1594,15741728,Deepak Verma,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0
1595,15576676,Nitin Thakur,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
1596,15711378,Shiva Menon,677,France,Male,38,4,0.0,2,1,0,187800.63,0
1597,15765520,Anurag Patel,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
1598,15656726,Shiva Pandey,771,France,Male,32,5,62321.62,1,1,1,40920.59,0
1599,15647842,Deepak Nair,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1
1600,15719309,Sunita Mishra,670,France,Female,42,1,115961.58,2,0,1,29483.87,0
1601,15748718,Nitin Singh,517,France,Male,28,2,115062.61,1,1,0,179056.23,0
1602,15594404,Harish Kumar,834,France,Female,49,8,160602.25,2,1,0,129273.94,0
1603,15751158,Neha Pandey,571,France,Female,42,4,108825.34,3,1,0,55558.51,1
1604,15593470,Priya Mehta,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
1605,15695129,Anjali Iyer,718,France,Female,31,1,152663.77,1,0,1,17128.64,0
1606,15640865,Shiva Pandey,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0
1607,15714080,Pooja Kumar,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
1608,15648721,Sunita Verma,711,France,Male,64,4,0.0,2,1,1,3185.67,0
1609,15801466,Anjali Rao,574,France,Female,39,2,122524.61,2,1,0,88463.63,0
1610,15750248,Meena Bajpai,619,France,Female,35,8,132292.63,1,1,0,65682.93,0
1611,15758726,Rahul Joshi,588,France,Female,24,0,0.0,2,1,1,140586.08,0
1612,15781553,Nitin Das,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
1613,15649121,Anurag Verma,665,France,Male,52,3,0.0,1,1,0,116137.01,1
1614,15674811,Meena Bajpai,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
1615,15646037,Maharaj Iyer,641,France,Male,77,9,0.0,3,1,1,81514.06,0
1616,15722578,Sanjay Chopra,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
1617,15665695,Maharaj Iyer,594,France,Female,49,4,0.0,2,1,1,23631.55,0
1618,15801062,Vikram Das,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0
1619,15662955,Maharaj Mishra,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
1620,15770309,Vikram Gupta,656,France,Male,18,10,151762.74,1,0,1,127014.32,0
1621,15657386,Rohit Nair,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0
1622,15777797,Priya Singh,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1
1623,15783955,Maharaj Rao,697,France,Female,25,4,165686.11,2,1,0,15467.98,0
1624,15804516,Maharaj Gupta,589,France,Male,38,2,0.0,1,1,0,79915.28,0
1625,15681758,Amit Joshi,525,Spain,Female,25,10,0.0,2,1,0,69361.95,0
1626,15630321,Shiva Mishra,680,France,Male,44,3,0.0,2,1,0,86935.08,0
1627,15588248,Anurag Kumar,617,France,Female,28,0,0.0,2,1,1,7597.83,1
1628,15591932,Kavita Singh,680,France,Male,32,5,92961.61,1,1,0,116957.6,0
1629,15810347,Nitin Thakur,662,Spain,Female,30,9,0.0,2,0,1,157884.83,0
1630,15595303,Maharaj Reddy,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1
1631,15634950,Harish Mehta,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1
1632,15685372,Kavita Bose,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1
1633,15745827,Ramesh Singh,617,France,Male,30,3,132005.77,1,1,0,142940.39,0
1634,15755868,Rohit Singh,562,France,Male,35,7,0.0,1,0,0,48869.67,0
1635,15735222,Kavita Gupta,705,Spain,Female,23,5,0.0,2,1,1,73131.73,0
1636,15604804,Priya Patel,516,France,Female,33,7,127305.5,1,1,1,120037.36,0
1637,15718944,Rahul Iyer,573,France,Female,37,6,0.0,2,1,0,193995.37,0
1638,15678626,Sanjay Pandey,538,Spain,Female,31,0,0.0,2,0,0,179453.66,0
1639,15571550,Nitin Chopra,699,France,Male,39,9,0.0,1,1,0,80963.92,0
1640,15723053,Anurag Rao,504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0
1641,15661528,Vikram Patel,583,Spain,Male,47,5,102562.23,1,1,0,92708.1,0
1642,15754177,Neha Bose,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0
1643,15683544,Rohit Kumar,626,Spain,Male,62,3,0.0,1,1,1,65010.74,0
1644,15708048,Kavita Kumar,631,France,Female,34,4,124379.14,1,1,0,106892.91,0
1645,15701109,Harish Das,663,France,Female,37,7,0.0,1,1,1,185210.63,0
1646,15600110,Nitin Bajpai,506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0
1647,15651533,Anjali Bajpai,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1
1648,15777904,Shiva Bajpai,703,France,Female,45,7,0.0,2,1,1,68831.72,0
1649,15655574,Deepak Sharma,698,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
1650,15569423,Meena Chopra,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0
1651,15718106,Maharaj Bajpai,625,France,Male,34,6,0.0,2,0,0,197283.2,0
1652,15585067,Deepak Joshi,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1
1653,15675501,Rohit Rao,616,France,Male,59,5,153861.1,1,1,1,17699.48,0
1654,15633233,Ramesh Gupta,500,France,Male,56,1,100374.58,1,1,0,118490.8,1
1655,15667134,Pooja Das,446,France,Male,32,8,0.0,2,0,0,133292.94,0
1656,15659105,Suresh Thakur,669,France,Female,47,9,61196.54,1,1,0,58170.24,0
1657,15575409,Deepak Kumar,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
1658,15752342,Maharaj Reddy,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
1659,15654851,Harish Patel,748,France,Male,44,2,92911.52,1,0,1,85495.24,0
1660,15741429,Rahul Chopra,680,Spain,Female,31,9,119825.75,2,1,1,101139.3,0
1661,15682356,Rahul Patel,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
1662,15806447,Meena Patel,690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
1663,15800229,Vikram Pandey,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
1664,15663441,Kavita Gupta,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
1665,15791991,Nitin Sharma,773,France,Male,52,4,0.0,1,0,1,144113.42,0
1666,15775082,Rahul Kumar,749,France,Male,42,1,129776.72,2,0,1,143538.51,0
1667,15579706,Meena Bajpai,611,France,Female,46,5,0.0,1,1,0,77677.14,1
1668,15718247,Anurag Bajpai,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0
1669,15755722,Neha Thakur,554,France,Male,24,10,0.0,1,0,0,92180.62,0
1670,15582259,Kavita Menon,567,France,Female,37,7,0.0,2,1,1,28690.9,0
1671,15716994,Amit Kumar,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1
1672,15586880,Anjali Rao,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
1673,15713854,Suresh Verma,513,France,Female,37,6,0.0,2,1,0,110142.34,0
1674,15780835,Kavita Bajpai,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
1675,15675896,Vikram Nair,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
1676,15658459,Sanjay Bajpai,784,Spain,Male,33,10,0.0,2,1,0,162022.47,0
1677,15658057,Sunita Mehta,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1
1678,15801767,Ramesh Joshi,784,Spain,Female,40,8,0.0,2,1,0,108891.3,0
1679,15569178,Priya Chopra,570,France,Female,18,4,82767.42,1,1,0,71811.9,0
1680,15731478,Meena Chopra,712,France,Female,42,1,87842.98,1,0,0,92223.59,0
1681,15811236,Amit Rao,705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0
1682,15746749,Deepak Das,681,Spain,Female,32,3,0.0,2,1,1,59679.9,0
1683,15662758,Sanjay Mehta,620,France,Male,41,0,97925.11,1,1,0,85000.32,0
1684,15709387,Sunita Sharma,711,France,Male,52,5,0.0,1,1,1,159808.95,0
1685,15572093,Ramesh Joshi,613,France,Female,24,7,140453.91,1,1,0,129001.3,0
1686,15713826,Priya Mehta,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
1687,15570205,Pooja Bajpai,682,Spain,Male,36,5,0.0,2,1,1,147758.51,0
1688,15589348,Anurag Das,850,Spain,Male,37,4,137204.77,1,1,1,28865.59,0
1689,15804610,Nitin Rao,601,France,Female,41,1,0.0,2,0,1,160607.06,0
1690,15700854,Vikram Iyer,595,Spain,Male,35,8,0.0,1,1,0,100015.79,1
1691,15758836,Meena Mishra,675,Spain,Male,36,3,54098.18,2,0,1,54478.52,0
1692,15772933,Anjali Menon,591,Spain,Male,31,8,0.0,1,1,1,141677.33,0
1693,15809006,Maharaj Bose,602,France,Male,23,7,113758.48,2,0,0,84077.6,0
1694,15689612,Deepak Sharma,554,Spain,Female,34,8,0.0,1,0,1,106981.03,0
1695,15744614,Rahul Sharma,541,France,Male,37,9,118636.92,1,1,1,73551.44,0
1696,15704250,Kavita Pandey,506,France,Male,34,7,0.0,2,0,0,115842.1,0
1697,15700255,Kavita Patel,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
1698,15669410,Sunita Patel,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
1699,15807595,Nitin Rao,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
1700,15664523,Maharaj Das,696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
1701,15642833,Amit Singh,608,France,Female,30,8,0.0,2,1,0,128875.86,0
1702,15605279,Meena Mehta,792,France,Male,50,9,0.0,4,1,1,194700.81,1
1703,15713644,Harish Joshi,686,Spain,Male,22,5,0.0,2,1,0,158974.45,0
1704,15750466,Neha Mishra,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
1705,15739054,Anjali Bose,654,France,Female,29,4,96974.97,1,0,1,141404.07,0
1706,15612771,Maharaj Chopra,452,France,Male,35,4,148172.44,1,1,1,4175.68,0
1707,15788483,Vikram Kumar,719,Spain,Male,38,0,0.0,1,1,0,126876.47,0
1708,15732832,Priya Mehta,707,France,Female,40,5,0.0,2,1,0,41052.82,0
1709,15772892,Rohit Singh,699,France,Female,49,2,0.0,1,0,0,105760.01,0
1710,15713843,Nitin Gupta,850,Spain,Male,30,2,0.0,2,0,1,27937.12,0
1711,15567993,Maharaj Chopra,828,Spain,Male,28,8,134766.85,1,1,0,79355.87,0
1712,15617603,Rohit Bajpai,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
1713,15744983,Priya Pandey,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
1714,15630419,Pooja Iyer,634,France,Male,44,9,149961.11,1,1,0,57121.51,0
1715,15738828,Amit Mishra,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
1716,15778025,Anjali Kumar,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
1717,15799479,Rahul Das,809,Spain,Male,33,9,0.0,1,1,1,124045.65,0
1718,15684269,Neha Thakur,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1
1719,15762745,Rohit Mehta,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0
1720,15746970,Harish Kumar,760,Spain,Female,57,1,0.0,2,1,1,25101.17,0
1721,15725024,Neha Menon,805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
1722,15592116,Rohit Thakur,585,France,Female,39,7,0.0,2,1,0,2401.26,0
1723,15624391,Deepak Chopra,595,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
1724,15567422,Anjali Singh,630,France,Male,42,6,0.0,2,1,0,162697.93,0
1725,15612627,Shiva Nair,627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
1726,15574879,Anurag Joshi,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
1727,15745107,Vikram Pandey,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
1728,15734491,Anjali Mishra,676,Spain,Female,36,4,0.0,2,1,1,3173.31,0
1729,15675320,Anurag Chopra,758,Spain,Female,40,5,93499.82,2,0,0,123218.81,0
1730,15643824,Shiva Mishra,637,France,Male,33,0,132255.99,2,0,1,74588.41,0
1731,15643438,Rahul Kumar,850,France,Male,20,7,0.0,2,1,0,31288.77,0
1732,15721730,Anjali Patel,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0
1733,15680727,Anurag Menon,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
1734,15752508,Vikram Patel,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
1735,15808846,Pooja Joshi,672,Germany,Female,21,3,165878.76,2,1,1,164537.17,0
1736,15727251,Anjali Iyer,642,France,Male,30,8,117494.27,1,0,0,61977.82,0
1737,15663489,Priya Singh,633,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
1738,15683677,Deepak Thakur,769,Spain,Male,39,9,0.0,1,1,1,47722.79,0
1739,15596414,Kavita Joshi,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0
1740,15730639,Pooja Joshi,715,France,Male,23,7,139224.92,2,1,0,65057.71,0
1741,15672132,Neha Das,695,France,Female,42,7,121453.63,1,0,0,46374.64,0
1742,15742638,Meena Mishra,747,France,Female,25,4,0.0,2,0,1,42039.67,0
1743,15578603,Maharaj Gupta,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
1744,15726088,Neha Iyer,476,France,Male,40,6,0.0,1,1,1,22735.45,0
1745,15682533,Shiva Bajpai,850,France,Female,39,7,79259.99,1,0,1,186910.74,0
1746,15772995,Maharaj Nair,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
1747,15765694,Rahul Iyer,584,Spain,Female,59,1,0.0,1,0,1,130260.11,1
1748,15659486,Amit Mishra,586,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
1749,15568963,Amit Pandey,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
1750,15703820,Nitin Chopra,552,France,Male,42,9,133701.07,2,1,0,101069.71,1
1751,15569410,Suresh Gupta,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
1752,15632256,Deepak Singh,541,France,Male,29,7,127504.57,1,0,0,86173.92,0
1753,15724466,Neha Menon,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
1754,15777639,Rahul Thakur,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
